[ADJP] | non-toxic | not toxic 
[ADVP] | recently | not long thereafter 
[X] | not | , would n't it 
[X] | not | do n't , 
[ADJP] | questionable | not right 
[ADVP] | formerly | not so long ago 
[X] | not | is only 
[ADJP] | outside | not gonna 
[X] | not | n't do this 
[ADJP] | not | that correct 
[ADVP] | soon | not very 
[ADJP] | thin | not many 
[X] | not | have never 
[ADJP] | unaffected | not changed 
[ADVP] | oh | not here 
[ADJP] | underpaid | not enough 
[X] | less | not quite 
[ADVP] | clearly | not surprisingly 
[ADVP] | crap | not excessively 
[X] | not | course not 
[ADVP] | short | not very 
[ADVP] | well | not even 
[X] | not | -lsb- chuckles 
[NP] | really | not a thing 
[X] | no | not a bit 
[ADJP] | impractical | not applicable 
[X] | not | , it 's not 
[ADJP] | sufficient | not adequate 
[ADJP] | helpless | not necessary 
[X] | not | abstain from 
[ADJP] | crazy | not good 
[ADVP] | forever | not ever 
[NP] | no-one | not everyone 
[ADJP] | low | not long 
[ADVP] | low | not long 
[X] | not | nor did 
[ADVP] | prior | not later 
[ADVP] | without | not even 
[X] | not | can never 
[X] | not | is none 
[X] | not | not say 
[S] | not | you know 
[X] | not | was neither 
[NP] | shortfalls | not enough 
[X] | not | were unable 
[ADJP] | horrible | not polite 
[X] | not | step , 
[X] | denied | not accept 
[ADJP] | modest | not large 
[X] | not | not enough 
[SBAR] | not | he 's not 
[S] | not | he 's not 
[X] | not | n't at 
[ADJP] | hurt | not right 
[ADVP] | bit | not too 
[ADVP] | inter | not only 
[ADJP] | confused | not safe 
[X] | not | onto the 
[ADVP] | besides | not only that 
[FRAG] | besides | not only that 
[ADVP] | not | right now 
[NP] | tara | not all 
[X] | particularly | not least in 
[X] | implementation | not be applied 
[ADVP] | hardly | not well 
[ADJP] | harder | not easy 
[ADVP] | hardly | not much 
[X] | even | not changed 
[X] | not | was without 
[ADJP] | unsustainable | not acceptable 
[X] | not | , however , 
[X] | not | , t 
[X] | not | without being 
[X] | not | , except 
[S] | not | that is not the case 
[X] | not | that is not the case 
[X] | not | n't anything 
[X] | not | it impossible 
[X] | none | not one single 
[VP] | not | do n't do that 
[X] | not | do n't do that 
[ADJP] | ineligible | not right 
[X] | not | not possible 
[ADVP] | shoot | not excessively 
[X] | not | rather than the 
[X] | not | no vote 
[X] | not | n't you , 
[X] | not | certainly does not 
[X] | not | you know 
[ADVP] | simply | not but 
[ADJP] | compulsory | not valid 
[ADJP] | no | not long 
[X] | no | not long 
[ADJP] | surprised | not surprising 
[X] | not | this is not the case 
[X] | not | oh , god , no 
[ADJP] | nasty | not good 
[ADJP] | unoccupied | not allocated 
[X] | not | not , however , 
[ADVP] | just | not long ago 
[ADJP] | bad | not very 
[ADJP] | pointless | not relevant 
[VP] | not | 'm not mad 
[ADVP] | lately | not too long ago 
[ADVP] | stiii | not again 
[X] | more | not another 
[ADJP] | hopeless | not necessary 
[NP] | briefly | not long 
[X] | not | stay away 
[X] | not | n't wear 
[X] | not | not set 
[ADVP] | hard | not readily 
[ADJP] | unbearable | not acceptable 
[X] | not | please , do n't 
[ADJP] | unreachable | not available 
[X] | not | impossible for 
[X] | not | i hear no 
[S] | not | at present 
[ADJP] | customary | not unusual 
[X] | not | a failure to 
[ADJP] | underfunded | not enough 
[ADVP] | not | less than 
[X] | not | i ai n't 
[ADJP] | fruitless | not necessary 
[ADJP] | picky | not easy 
[X] | not | the failure of 
[X] | not | nor does it 
[ADVP] | rather | not very 
[X] | not | it was only 
[X] | not | no , i 'm good 
[SBAR] | not | they 're not 
[X] | not | not long 
[X] | not | has never 
[X] | not | -rrb- no. 
[ADJP] | elusive | not possible 
[X] | more | not ever 
[X] | not | , nothing 
[X] | within | not later than 
[ADVP] | solely | not only 
[X] | not | is not the case 
[X] | not | you would n't 
[ADVP] | tough | not easily 
[ADJP] | untenable | not permissible 
[ADJP] | under-funded | not sufficient 
[X] | not | not come 
[X] | person | not one of 
[X] | not | lies not 
[ADJP] | impossible | not workable 
[S] | include | not least 
[ADJP] | bogus | not , dude 
[ADVP] | scarcely | not well 
[ADJP] | abuse | not right 
[X] | not | - no , i did n't 
[NP] | either | not one 
[X] | not | order not 
[ADVP] | poorly | not easily 
[X] | not | no yes 
[ADVP] | barely | not well 
[ADJP] | irrelevant | not significant 
[ADVP] | not | really not 
[X] | not | there 's not 
[X] | only | not seeing 
[ADJP] | much | not many 
[ADVP] | improperly | not adequately 
[X] | not | far from 
[ADJP] | sick | not suitable 
[ADVP] | hardly | not too much 
[ADJP] | strange | not known 
[X] | not | you 're wrong 
[ADVP] | not | only just 
[X] | not | only just 
[ADVP] | furthermore | not only 
[ADVP] | badly | not bad 
[ADJP] | improper | not acceptable 
[X] | between | not only between 
[X] | not | have not yet 
[ADJP] | mal | not good 
[ADVP] | scarcely | not often 
[ADJP] | eh | not , grandpa 
[X] | not | can only 
[ADVP] | not | no way 
[ADJP] | correct | not true 
[ADJP] | shortly | not well 
[ADVP] | shortly | not well 
[X] | not | not necessarily 
[X] | not | to desist from 
[X] | not | are only 
[ADJP] | miserable | not impossible 
[X] | not | never , 
[X] | not | n't get a 
[NP] | not | all right 
[ADJP] | cheap | not much 
[ADJP] | unclear | not available 
[S] | not | i have n't 
[S] | not | he is n't 
[X] | not | he is n't 
[X] | not | n't make it 
[X] | issue | not gonna happen 
[ADVP] | insufficiently | not well 
[X] | not | not expected 
[S] | not | he does n't 
[ADJP] | improper | not good 
[ADVP] | never | not at all 
[X] | not | it ca n't be 
[X] | not | n't an 
[NP] | anyone | not everyone 
[ADVP] | still | not too 
[ADVP] | not | less so 
[ADJP] | misleading | not true 
[ADVP] | immediately | not long after 
[S] | not | come on 
[VP] | not | come on 
[X] | not | come on 
[ADJP] | mad | not happy 
[ADJP] | alien | not known 
[X] | not | been unable 
[ADVP] | poorly | not readily 
[X] | not | , man 
[X] | publication | not published 
[X] | particularly | not least , 
[X] | no | not , however 
[ADVP] | low | not well 
[X] | not | maybe not 
[NP] | not | no problem 
[ADJP] | indefensible | not permissible 
[X] | not | 're only 
[X] | not | incapable of 
[X] | some | not just any 
[ADVP] | still | not less 
[X] | not | no , of course not 
[X] | not | whether the government 
[ADVP] | also | not only 
[ADJP] | obtainable | not possible 
[ADJP] | lacking | not sufficient 
[ADJP] | impulsive | not possible 
[ADJP] | practical | not realistic 
[NP] | things | not everything 
[X] | not | still does not 
[X] | not | , ca n't you 
[ADJP] | under-inclusive | not exhaustive 
[X] | not | no , thanks 
[X] | not | has yet to 
[ADVP] | also | not even 
[ADJP] | unavailable | not applicable 
[ADJP] | complex | not easy 
[X] | yes | not quite 
[X] | not | had yet 
[NP] | short | not much 
[X] | not | he wo n't 
[ADJP] | panicky | not impossible 
[ADJP] | sick | not right 
[X] | not | - nothing 
[X] | not | he ai n't 
[ADJP] | counterfeit | not , dude 
[X] | not | n't never 
[X] | not | wo n't do 
[X] | against | not agree with 
[X] | not | was unable 
[SBAR] | not | you ca n't 
[S] | not | you ca n't 
[ADVP] | scarcely | not even 
[X] | not | , issue 
[ADJP] | not | not gonna 
[X] | not | not gonna 
[X] | review | not be considered 
[X] | not | without , 
[ADVP] | except | not just 
[ADJP] | inappropriate | not ok 
[ADJP] | unspecified | not known 
[ADJP] | phony | not right 
[X] | not | not already 
[ADJP] | unworkable | not impossible 
[ADJP] | scarce | not enough 
[ADJP] | interesting | not bad 
[X] | not | not been able 
[ADJP] | extensive | not inconsiderable 
[ADJP] | livid | not happy 
[X] | not | can not afford 
[X] | more | not gonna 
[ADVP] | naturaily | not surprisingly 
[ADJP] | manageable | not unreasonable 
[X] | consideration | not be considered 
[ADJP] | next | not too distant 
[X] | just | not until 
[ADVP] | lower | not as 
[ADJP] | unsuccessful | not ok 
[X] | only | not fail 
[X] | not | 's only 
[X] | not | not getting 
[S] | not | you have n't 
[X] | not | you have n't 
[X] | not | certainly do 
[X] | everything | not like it 
[X] | not | no , it 's 
[ADVP] | little | not quite 
[ADJP] | widespread | not uncommon 
[X] | not | does not go 
[X] | not | - that 's not 
[ADVP] | sometime | not long 
[X] | less | not least 
[X] | no | not very 
[ADJP] | hairy | not safe 
[X] | not | although not 
[ADJP] | limited | not long 
[NP] | limited | not long 
[ADJP] | incomplete | not sufficient 
[ADVP] | not | too much 
[X] | not | must n't 
[X] | not | i do n't think 
[X] | over | not either 
[S] | not | no , i 'm sorry 
[X] | not | no , i 'm sorry 
[ADJP] | unwarranted | not right 
[X] | not | that ca n't 
[ADJP] | out | not gonna 
[X] | not | still does 
[ADJP] | insane | not good 
[NP] | not | no question 
[ADVP] | considerably | not less 
[X] | not | wrong to 
[ADVP] | no. | not so 
[X] | especially | not the least 
[X] | not | not too 
[X] | not | simply no 
[ADVP] | over | not anymore 
[ADVP] | fully | not completely 
[X] | not | to lack 
[X] | not | then do 
[X] | not | yes , you did 
[X] | not | nor can 
[X] | no | not even 
[ADVP] | greatly | not less 
[ADJP] | unacceptable | not normal 
[ADVP] | under | not as 
[X] | under | not as 
[ADJP] | vivid | not alive 
[ADVP] | 13.6 | not only 
[NP] | not | no. 39574 
[X] | not | i never 
[X] | not | well , it 's not 
[ADJP] | ill | not good 
[X] | not | not taking 
[ADJP] | suitable | not appropriate 
[X] | not | be borne in 
[X] | discussion | not discussed 
[X] | not | we wo n't 
[X] | not | outside the 
[X] | not | contrary , 
[X] | not | never to 
[S] | not | we 're not 
[X] | not | we 're not 
[ADVP] | n't | not here 
[X] | not | as opposed to 
[X] | not | , never 
[VP] | not | was n't there 
[X] | not | was n't there 
[X] | more | not now , 
[X] | not | she does n't 
[VP] | not | is n't that right 
[ADJP] | simple | not hard 
[X] | not | no , nothing 
[ADJP] | unknown | not possible 
[X] | not | other hand 
[X] | not | , eh 
[ADVP] | up | not exceeding 
[X] | not | 's wrong 
[ADJP] | safe | not dangerous 
[ADVP] | still | not yet , 
[ADJP] | weak | not adequate 
[X] | c | not see 
[ADJP] | bogus | not correct 
[ADJP] | decent | not bad 
[ADVP] | yet | not even 
[ADJP] | objectionable | not eligible 
[X] | not | you must n't 
[X] | not | was unable to 
[X] | not | along the 
[X] | not | had n't 
[X] | not | does n't have 
[ADJP] | sucky | not good 
[X] | not | not likely 
[X] | disability | not managed 
[ADJP] | limitless | not limited 
[ADVP] | not | any less 
[ADJP] | more | not only 
[ADJP] | huh | not right 
[ADVP] | huh | not right 
[X] | not | absolutely no 
[ADVP] | sparsely | not very 
[ADJP] | no | not available 
[FRAG] | no | not available 
[X] | no | not available 
[NP] | time | not long 
[ADVP] | still | not even 
[X] | not | is completely 
[X] | not | rather than to 
[X] | not | and without 
[X] | not | just could 
[ADJP] | insecure | not sure 
[X] | most | not any more 
[ADJP] | difficult | not good 
[ADJP] | useless | not appropriate 
[ADJP] | moot | not necessary 
[X] | not | the absence of 
[X] | not | should only 
[ADVP] | always | not yet 
[ADJP] | improper | not relevant 
[X] | no | not again 
[ADJP] | upset | not good 
[ADJP] | unlikely | not sure 
[X] | not | well , it 
[ADJP] | bizarre | not normal 
[ADVP] | sparsely | not much 
[ADJP] | mal | not right 
[SBAR] | not | it was n't 
[S] | not | it was n't 
[ADJP] | short | not sufficient 
[SBAR] | not | you know 
[ADJP] | limited | not enough 
[X] | not | , failed 
[X] | not | n't know 
[X] | not | not under 
[X] | no | not okay 
[ADVP] | non | not that 
[X] | not | only be 
[X] | not | i should n't 
[ADJP] | misguided | not right 
[ADVP] | just | not very 
[X] | not | not acceptable 
[ADVP] | not | perhaps not 
[X] | not | perhaps not 
[NP] | not | no water 
[ADVP] | more | not only 
[ADJP] | natural | not surprising 
[NP] | not | a lie 
[ADJP] | ineffective | not necessary 
[X] | no | not provide a 
[X] | not | refuses to 
[ADVP] | really | not very 
[X] | knowledge | not be more 
[ADJP] | boundless | not limited 
[ADJP] | insufferable | not impossible 
[ADJP] | amiss | not right 
[NP] | definitely | not a problem 
[ADJP] | undesirable | not good 
[X] | not | whether such 
[X] | not | lack a 
[ADJP] | limited | not sufficient 
[S] | not | it is now 
[ADJP] | inconceivable | not possible 
[S] | not | all right 
[ADVP] | additionally | not only that 
[ADJP] | significant | not less 
[ADVP] | that | not only 
[X] | that | not only 
[X] | ¡ | not a 
[X] | not | not stop 
[X] | not | ... ... not 
[ADVP] | easily | not readily 
[X] | not | you wo 
[X] | off | not working 
[ADJP] | flawed | not satisfactory 
[VP] | not | is that right 
[ADJP] | partial | not complete 
[X] | not | no secret 
[ADJP] | terrible | not good 
[ADVP] | n't | not at all 
[X] | not | n't like 
[X] | not | mean , i 
[X] | not | not again 
[X] | not | not provide 
[ADVP] | ill | not adequately 
[X] | not | - no way 
[X] | not | , step 
[ADJP] | wicked | not good 
[S] | not | i would n't 
[X] | understanding | not trying to 
[X] | not | a bad 
[ADVP] | besides | not just 
[VP] | not | would n't 
[ADVP] | both | not simply 
[X] | not | , rather , 
[X] | not | , my god 
[NP] | not | no. 1 
[X] | not | no. 1 
[X] | not | good step 
[X] | not | n . 
[ADVP] | alone | not only 
[ADVP] | fully | not entirely 
[X] | not | no problem , 
[X] | not | stay out 
[ADVP] | incompletely | not well 
[X] | not | you 're kidding me 
[ADJP] | counterfeit | not correct 
[S] | not | he was n't 
[X] | not | he was n't 
[X] | namely | not least 
[X] | not | not be allowed to 
[ADJP] | unnecessary | not very 
[ADJP] | unconscionable | not eligible 
[ADJP] | lacking | not enough 
[S] | importantly | not least 
[ADJP] | wrong | not too good 
[X] | not | it 's none 
[ADJP] | unsatisfactory | not acceptable 
[X] | not | were either 
[ADJP] | under-funded | not enough 
[ADVP] | moreover | not only 
[S] | not | that 's impossible 
[X] | no | not without 
[X] | not | that 's 
[X] | not | do n't have 
[ADJP] | okay | not true 
[FRAG] | okay | not true 
[NP] | shortcomings | not enough 
[S] | not | the answer is no 
[X] | not | the answer is no 
[X] | none | not a bit 
[X] | not | had never 
[ADVP] | short | not enough 
[ADJP] | impossible | not applicable 
[X] | not | instead , 
[X] | not | you ai n't 
[ADJP] | shitty | not official 
[X] | not | no real 
[X] | not | ' no ' vote 
[ADJP] | unavailable | not feasible 
[X] | denied | not want 
[NP] | not | no thanks 
[X] | not | no thanks 
[X] | not | has not yet 
[X] | not | i do n't want 
[ADJP] | unhappy | not good 
[X] | table | not bad 
[ADVP] | maybe | not now 
[ADJP] | uncertain | not known 
[S] | not | we did n't 
[X] | not | we did n't 
[X] | not | , yet 
[X] | not | not taken 
[X] | not | oh , 
[X] | not | nothing but 
[ADJP] | plain | not terrible , but not great 
[S] | not | it 's impossible 
[X] | not | other way around 
[X] | not | had been unable to 
[X] | not | choose not 
[INTJ] | not | - oh 
[X] | not | - oh 
[X] | not | not a matter 
[NP] | not | lack of 
[X] | also | not least , 
[X] | like | not the way 
[ADVP] | back | not here 
[ADVP] | slightly | not much 
[ADVP] | always | not necessarily 
[ADJP] | restricted | not limited 
[ADJP] | simple | not difficult 
[X] | not | you never 
[ADVP] | boy | not excessively 
[X] | none | not have 
[X] | not | is beyond 
[SBAR] | not | forget about it 
[X] | not | n't got 
[X] | not | , i 'm not 
[X] | not | - i did n't 
[X] | against | not favour 
[ADVP] | few | not too 
[X] | against | not agree 
[X] | not | simply do not 
[X] | against | not in favour of 
[VP] | not | forget it 
[ADJP] | vain | not useful 
[X] | denied | not received 
[X] | not | oh , no , 
[X] | not | , i do n't 
[NP] | not | no point 
[X] | not | do n't want it 
[ADVP] | least | not only 
[X] | less | not just as 
[NP] | not | the present time 
[X] | could | not been able to 
[ADJP] | overpriced | not cheap 
[ADVP] | over | not only 
[ADVP] | no. | not just 
[ADVP] | ill | not really 
[X] | not | i was n't 
[ADJP] | no | not good 
[X] | no | not good 
[X] | especially | not least by 
[ADJP] | not | wrong with 
[X] | not | wrong with 
[NP] | not | no. 7515 
[X] | not | , okay 
[X] | not | outside of 
[X] | not | throughout the 
[X] | not | fall short 
[X] | denied | not allow 
[ADJP] | less | not much 
[X] | not | lack the 
[X] | not | an absence of 
[ADJP] | tricky | not easy 
[X] | knowledge | not aware 
[X] | not | n't right 
[X] | not | refused to 
[ADVP] | done | not anymore 
[X] | less | not be 
[X] | not | have nothing 
[ADJP] | marginalized | not included 
[ADJP] | nonsense | not correct 
[ADVP] | poorly | not long 
[NP] | shortages | not enough 
[X] | not | in the very 
[ADJP] | weird | not right 
[ADVP] | both | not merely 
[X] | not | was not able to 
[X] | not | n't use 
[ADJP] | unachievable | not impossible 
[ADVP] | non | not now 
[X] | not | absent from 
[ADJP] | deficient | not complete 
[X] | not | uh , no , 
[X] | not | 's just not 
[ADVP] | neither | not only 
[NP] | lack | not much 
[ADJP] | unclear | not known 
[X] | shall | not be allowed to 
[X] | particularly | not least by 
[TOP] | initial | not yet due 
[ADVP] | below | not as 
[ADVP] | sure | not at all 
[X] | not | however , 
[ADJP] | unavailable | not impossible 
[NP] | not | no kidding 
[X] | not | no kidding 
[TOP] | not | no ... 
[X] | not | no ... 
[ADVP] | slightly | not very 
[ADVP] | simply | not only 
[ADVP] | no | not only 
[X] | no | not create 
[ADJP] | commonplace | not uncommon 
[X] | not | not good 
[NP] | minimal | not much 
[X] | not | inability to 
[ADJP] | large | not inconsiderable 
[NP] | anybody | not everyone 
[X] | not | not because 
[X] | not | away from 
[ADVP] | former | not later 
[ADJP] | specifically | not least 
[ADJP] | harsh | not easy 
[X] | not | not work 
[ADJP] | accurate | not correct 
[X] | not | nothing , 
[X] | not | only been 
[X] | not | not a question 
[ADVP] | inadequately | not adequately 
[NP] | larry | not a chance 
[X] | not | , did n't 
[ADJP] | inappropriate | not relevant 
[ADJP] | sound | not harmful 
[ADVP] | no | not elsewhere 
[X] | no | not elsewhere 
[ADVP] | here | not there 
[ADVP] | jesus | not excessively 
[X] | alia | not least 
[X] | not | 's just 
[ADJP] | unreasonable | not right 
[TOP] | never | not ever . 
[ADJP] | precluded | not permissible 
[ADVP] | approximately | not far 
[X] | not | rather than an 
[ADJP] | poor | not desirable 
[ADJP] | unfair | not correct 
[X] | more | not again 
[ADJP] | poor | not adequate 
[ADVP] | sufficiently | not enough 
[X] | framework | not part 
[X] | not | absolutely not 
[ADJP] | complex | not simple 
[X] | can | not entitled 
[ADVP] | newly | not long ago 
[ADJP] | miserable | not feasible 
[ADVP] | more | not now 
[X] | more | not now 
[X] | whether | not then 
[X] | not | of lack of 
[S] | yesterday | not coming 
[X] | can | not entitled to 
[X] | not | really does 
[X] | not | n't just 
[X] | not | are outside 
[X] | not | without it 
[X] | not | no , not really 
[ADVP] | course | not surprisingly 
[X] | less | not such 
[X] | not | that nothing 
[ADVP] | indeed | not even 
[ADVP] | outside | not only 
[X] | not | here in the 
[X] | not | really did 
[ADVP] | imperfectly | not well 
[X] | not | do n't be 
[X] | not | to abstain from 
[X] | not | we ca n't 
[ADVP] | ago | not later 
[INTJ] | not | oh , god 
[X] | not | oh , god 
[ADVP] | so | not only 
[X] | could | not able 
[ADVP] | right | not well 
[X] | because | not least because 
[S] | not | there is n't 
[ADJP] | weak | not much 
[S] | not | no , thank you 
[X] | not | no , thank you 
[X] | not | not be possible 
[ADJP] | else | not equal 
[X] | not | it 's not a 
[ADJP] | unacceptable | not satisfactory 
[ADVP] | not | not elsewhere 
[X] | not | not elsewhere 
[ADVP] | recently | not very long 
[ADJP] | incidental | not significant 
[NP] | not | the contrary 
[X] | not | the contrary 
[X] | application | not applied 
[X] | not | do n't do 
[X] | not | not provided 
[NP] | anything | not a word 
[X] | not | to bear 
[X] | not | be avoided 
[X] | not | no , that 's not 
[ADVP] | out | not even here 
[ADJP] | hopeless | not impossible 
[ADJP] | fragmented | not complete 
[ADJP] | panicky | not feasible 
[ADJP] | inadequate | not right 
[X] | especially | not least with 
[ADJP] | minuscule | not significant 
[ADJP] | useful | not necessary 
[X] | more | not here 
[X] | not | not to say 
[ADJP] | helpless | not useful 
[ADJP] | ill | not right 
[ADJP] | problematic | not easy 
[X] | object | not apply 
[ADJP] | not | all right 
[X] | not | you do n't have 
[X] | medium | not so good 
[X] | may | not entitled 
[ADJP] | not | not right 
[X] | not | not right 
[X] | yeah | not quite 
[ADVP] | somewhat | not very 
[X] | not | n't gonna 
[ADVP] | almost | not completely 
[ADJP] | bad | not safe 
[ADVP] | non | not otherwise 
[ADVP] | incorrectly | not adequately 
[X] | may | not entitled to 
[ADVP] | plus | not only that 
[ADJP] | faulty | not correct 
[X] | more | not only 
[ADJP] | unacceptable | not true 
[ADVP] | 'il | not gonna 
[X] | not | to refuse to 
[ADVP] | recent | not too long ago 
[X] | not | , ever 
[ADVP] | recently | not so long 
[ADVP] | earlier | not too long ago 
[X] | not | around the 
[X] | not | -no , 
[S] | not | otherwise provided 
[X] | not | otherwise provided 
[TOP] | never | not at all . 
[X] | not | has been unable to 
[ADVP] | most | not anymore 
[ADJP] | outside | not only 
[X] | not | n't say 
[ADJP] | modest | not big 
[ADVP] | immediately | not too long 
[ADVP] | just | not merely 
[X] | not | 's lack 
[X] | not | n't want 
[ADJP] | straightforward | not hard 
[X] | particularly | not least with 
[X] | not | and nothing 
[ADJP] | good | not impossible 
[S] | not | is not the case 
[ADJP] | obscene | not acceptable 
[ADJP] | scandalous | not acceptable 
[X] | not | other way round 
[X] | should | not expected 
[ADJP] | unknown | not specified 
[ADJP] | finally | not least 
[ADJP] | short | not long 
[ADVP] | short | not long 
[X] | not | not possible to 
[X] | application | not be applied 
[VP] | not | stop it 
[X] | no | not show 
[X] | not | had not yet 
[X] | no | not too 
[ADJP] | hurting | not good 
[ADVP] | neither | not yet 
[S] | not | i do n't think 
[ADVP] | barely | not even 
[ADJP] | fair | not right 
[ADJP] | incorrect | not , dude 
[ADVP] | apart | not simply 
[FRAG] | fine | not anything 
[X] | not | 'm afraid 
[ADJP] | included | not least 
[X] | application | not claim 
[ADVP] | only | not exceeding 
[X] | access | not available 
[ADVP] | never | not always 
[X] | no | not even a 
[ADVP] | more | not well 
[X] | more | not well 
[X] | no | not in fact 
[X] | no | not exactly 
[X] | not | no , not yet 
[X] | not | you ca n't do that 
[TOP] | nothing | not a thing . 
[ADJP] | incomplete | not enough 
[ADVP] | solely | not but 
[X] | e.g. | not least 
[ADJP] | arduous | not easy 
[X] | none | not have a 
[ADVP] | less | not very 
[X] | delete | not going 
[X] | not | loss to 
[ADJP] | hopeless | not useful 
[X] | not | not done 
[ADVP] | ever | not at all 
[X] | not | still do not 
[NP] | none | not everyone 
[ADJP] | substandard | not sufficient 
[ADJP] | easiest | not hard 
[ADJP] | furthermore | not least 
[X] | not | , you did n't 
[X] | period | not last 
[ADJP] | life-threatening | not safe 
[X] | not | , no. 973 
[ADVP] | lower | not so 
[ADVP] | or | not even 
[X] | not | have yet to 
[X] | not | , you 're not 
[NP] | not | no shit 
[X] | not | no shit 
[X] | not | 'm just 
[X] | not | may only 
[ADVP] | non | not really 
[ADJP] | fruitless | not useful 
[ADJP] | invalid | not admissible 
[ADJP] | inappropriate | not applicable 
[ADJP] | wrong | not bad 
[X] | not | do n't ... 
[X] | not | but never 
[NP] | not | nothing wrong 
[X] | not | nothing wrong 
[ADJP] | unavoidable | not possible 
[X] | not | can not afford to 
[X] | not | of african 
[S] | included | not least 
[X] | not | not exactly 
[ADJP] | enraged | not happy 
[ADVP] | apart | not merely 
[ADJP] | unreal | not , grandpa 
[X] | purpose | not intended 
[TOP] | na | not applicable . 
[X] | shall | not subject 
[ADVP] | really | not bad 
[ADJP] | permanent | not determined 
[ADJP] | sick | not appropriate 
[X] | not | nor any 
[X] | not | does not constitute 
[X] | not | i do n't know 
[X] | not | n't matter 
[ADJP] | off | not gonna 
[NP] | no | not a chance 
[ADJP] | dysfunctional | not perfect 
[ADVP] | under | not so 
[X] | under | not so 
[X] | not | , is n't 
[ADVP] | commonly | not infrequently 
[ADJP] | moreover | not least 
[S] | moreover | not least 
[X] | not | , ca 
[ADJP] | unlikely | not safe 
[X] | purpose | not apply 
[ADVP] | long | not long after 
[ADJP] | convenient | not hard 
[ADVP] | inefficiently | not well 
[X] | not | step forward 
[ADJP] | sorry | not possible 
[ADJP] | slightly | not much 
[S] | not | i was wrong 
[X] | not | i was wrong 
[ADJP] | questionable | not safe 
[X] | against | not approve 
[ADJP] | outrageous | not permissible 
[X] | respect | not satisfy 
[X] | not | but without 
[ADVP] | often | not always 
[ADVP] | n't | not there 
[S] | here | not coming 
[ADJP] | hardto | not easy 
[X] | not | n't really 
[ADVP] | lower | not so much 
[X] | no | not here 
[S] | not | it impossible 
[X] | not | has not been able to 
[INTJ] | not | no man 
[NP] | not | no man 
[X] | not | no man 
[ADJP] | yeah | not true 
[ADVP] | no | not quite 
[X] | no | not quite 
[ADJP] | invalid | not right 
[ADJP] | intolerable | not right 
[ADJP] | partial | not comprehensive 
[ADJP] | insufferable | not feasible 
[ADJP] | insignificant | not much 
[X] | not | is totally 
[ADVP] | admittedly | not only 
[ADJP] | fraudulent | not , dude 
[ADVP] | not | not very 
[X] | not | is either 
[X] | no | not usually 
[NP] | not | the middle 
[X] | not | neither do 
[S] | unnecessary | not required 
[X] | not | do n't think 
[SBAR] | not | she did n't 
[S] | not | she did n't 
[X] | not | she did n't 
[X] | not | yeah , 
[X] | not | , number 
[ADJP] | fair | not wrong 
[ADJP] | rude | not correct 
[ADJP] | unworkable | not sustainable 
[X] | not | to the contrary 
[X] | not | was nothing 
[X] | between | not only among 
[ADVP] | alike | not only 
[ADJP] | rock-hard | not easy 
[ADJP] | no | not guilty 
[X] | often | not always 
[X] | not | that 's not true 
[X] | not | less of 
[ADVP] | ineffectively | not well 
[ADVP] | once | not so long ago 
[ADJP] | unacceptable | not sustainable 
[ADJP] | spiteful | not good 
[ADJP] | insane | not right 
[X] | not | not constitute 
[X] | not | if you do n't 
[ADVP] | once | not well 
[X] | not | , come on 
[ADVP] | harder | not easily 
[INTJ] | not | oh , man 
[X] | not | oh , man 
[X] | not | i 'm not going 
[ADVP] | similar | not even 
[ADJP] | fresh | not polite 
[X] | not | not represent 
[ADJP] | impermissible | not receivable 
[X] | not | not think 
[ADJP] | no | not feasible 
[ADJP] | specific | not least 
[ADJP] | small | not significant 
[X] | not | lieu of 
[X] | denied | not agree 
[ADJP] | straightforward | not difficult 
[X] | not | you 're kidding 
[TOP] | o.k. | not at all . 
[S] | not | i was n't 
[X] | not | wrong , 
[ADJP] | large | not less 
[X] | not | , yeah 
[ADVP] | natural | not surprisingly 
[X] | not | - i do n't 
[X] | not | n't need 
[X] | person | not here 
[ADVP] | longer | not anymore 
[FRAG] | longer | not anymore 
[ADVP] | solely | not just 
[ADVP] | shortly | not too 
[ADJP] | e.g. | not least 
[X] | not | there is nothing 
[ADJP] | nominal | not significant 
[X] | implementation | not applied 
[X] | not | wo n't be 
[ADJP] | underage | not significant 
[X] | if | not true 
[NP] | poor | not enough 
[X] | not | , yes 
[X] | not | 're just 
[NP] | not | no. 2 
[X] | not | no. 2 
[X] | more | not exceeding 
[X] | includes | not include 
[ADVP] | few | not often 
[ADVP] | nope | not that 
[FRAG] | anything | not one 
[S] | includes | not least 
[X] | not | oh , boy 
[X] | not | keep it 
[X] | no | not a word 
[ADJP] | off-limits | not permissible 
[ADJP] | easiest | not difficult 
[X] | not | definitely not 
[ADJP] | alia | not limited to 
[X] | not | without having 
[X] | less | not exceeding 
[X] | less | not more than 
[ADJP] | upset | not right 
[X] | not | n't believe it 
[INTJ] | not | - yeah 
[X] | not | - yeah 
[ADJP] | unfinished | not complete 
[X] | not | is impossible 
[X] | not | , nor the 
[ADVP] | god | not excessively 
[X] | not | no. 1 -rrb- 
[X] | some | not certain 
[ADVP] | not | never before 
[ADJP] | eh | not right 
[ADVP] | eh | not right 
[NP] | zero | not a thing 
[ADVP] | simply | not just 
[X] | mode | not at 
[X] | no | not go 
[ADJP] | hurting | not right 
[X] | less | not particularly 
[X] | none | not specific 
